"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"27.11.2023 01:45 - 27.11.2023 02:00","43028","43017"
"27.11.2023 02:00 - 27.11.2023 02:15","42980","43144"
"27.11.2023 02:15 - 27.11.2023 02:30","42761","43098"
"27.11.2023 02:30 - 27.11.2023 02:45","42950","43246"
"27.11.2023 02:45 - 27.11.2023 03:00","42920","43256"
"27.11.2023 03:00 - 27.11.2023 03:15","43131","43576"
"27.11.2023 03:15 - 27.11.2023 03:30","43331","43648"
"27.11.2023 03:30 - 27.11.2023 03:45","43552","43760"
"27.11.2023 03:45 - 27.11.2023 04:00","43965","44094"
"27.11.2023 04:00 - 27.11.2023 04:15","44787","44975"
"27.11.2023 04:15 - 27.11.2023 04:30","45439","45273"
"27.11.2023 04:30 - 27.11.2023 04:45","46154","45816"
"27.11.2023 04:45 - 27.11.2023 05:00","46715","46400"
"27.11.2023 05:00 - 27.11.2023 05:15","48174","47755"
"27.11.2023 05:15 - 27.11.2023 05:30","48915","48338"
"27.11.2023 05:30 - 27.11.2023 05:45","50366","49470"
"27.11.2023 05:45 - 27.11.2023 06:00","52087","51358"
"27.11.2023 06:00 - 27.11.2023 06:15","54631","54720"
"27.11.2023 06:15 - 27.11.2023 06:30","56789","57138"
"27.11.2023 06:30 - 27.11.2023 06:45","58467","58984"
"27.11.2023 06:45 - 27.11.2023 07:00","60019","60472"
"27.11.2023 07:00 - 27.11.2023 07:15","62098","62513"
"27.11.2023 07:15 - 27.11.2023 07:30","63211","63764"
"27.11.2023 07:30 - 27.11.2023 07:45","64003","64744"
"27.11.2023 07:45 - 27.11.2023 08:00","64705","65481"
"27.11.2023 08:00 - 27.11.2023 08:15","65825","66319"
"27.11.2023 08:15 - 27.11.2023 08:30","66550","66861"
"27.11.2023 08:30 - 27.11.2023 08:45","67088","67271"
"27.11.2023 08:45 - 27.11.2023 09:00","67155","67577"
"27.11.2023 09:00 - 27.11.2023 09:15","67316","67582"
"27.11.2023 09:15 - 27.11.2023 09:30","67611","67786"
"27.11.2023 09:30 - 27.11.2023 09:45","68078","68188"
"27.11.2023 09:45 - 27.11.2023 10:00","68292","68561"
"27.11.2023 10:00 - 27.11.2023 10:15","68705","68652"
"27.11.2023 10:15 - 27.11.2023 10:30","69013","69029"
"27.11.2023 10:30 - 27.11.2023 10:45","69281","69662"
"27.11.2023 10:45 - 27.11.2023 11:00","69348","69921"
"27.11.2023 11:00 - 27.11.2023 11:15","69538","69633"
"27.11.2023 11:15 - 27.11.2023 11:30","69860","70133"
"27.11.2023 11:30 - 27.11.2023 11:45","69868","70567"
"27.11.2023 11:45 - 27.11.2023 12:00","69697","70595"
"27.11.2023 12:00 - 27.11.2023 12:15","69668","70727"
"27.11.2023 12:15 - 27.11.2023 12:30","69608","69964"
"27.11.2023 12:30 - 27.11.2023 12:45","69541","70142"
"27.11.2023 12:45 - 27.11.2023 13:00","69539","70582"
"27.11.2023 13:00 - 27.11.2023 13:15","69640","70939"
"27.11.2023 13:15 - 27.11.2023 13:30","69185","70536"
"27.11.2023 13:30 - 27.11.2023 13:45","68478","70419"
"27.11.2023 13:45 - 27.11.2023 14:00","67751","70170"
"27.11.2023 14:00 - 27.11.2023 14:15","67581","69685"
"27.11.2023 14:15 - 27.11.2023 14:30","66871","69587"
"27.11.2023 14:30 - 27.11.2023 14:45","66986","69678"
"27.11.2023 14:45 - 27.11.2023 15:00","66725","69733"
"27.11.2023 15:00 - 27.11.2023 15:15","66229","69815"
"27.11.2023 15:15 - 27.11.2023 15:30","65759","69893"
"27.11.2023 15:30 - 27.11.2023 15:45","65483","69834"
"27.11.2023 15:45 - 27.11.2023 16:00","65151","70026"
"27.11.2023 16:00 - 27.11.2023 16:15","65292","70514"
"27.11.2023 16:15 - 27.11.2023 16:30","65426","71385"
"27.11.2023 16:30 - 27.11.2023 16:45","65838","71692"
"27.11.2023 16:45 - 27.11.2023 17:00","66328","71621"
"27.11.2023 17:00 - 27.11.2023 17:15","66928","72132"
"27.11.2023 17:15 - 27.11.2023 17:30","67031","72307"
"27.11.2023 17:30 - 27.11.2023 17:45","67214","72326"
"27.11.2023 17:45 - 27.11.2023 18:00","67446","72332"
"27.11.2023 18:00 - 27.11.2023 18:15","67160","72225"
"27.11.2023 18:15 - 27.11.2023 18:30","66807","71692"
"27.11.2023 18:30 - 27.11.2023 18:45","66476","71483"
"27.11.2023 18:45 - 27.11.2023 19:00","66212","71332"
"27.11.2023 19:00 - 27.11.2023 19:15","65801","70742"
"27.11.2023 19:15 - 27.11.2023 19:30","65007","70048"
"27.11.2023 19:30 - 27.11.2023 19:45","64362","69378"
"27.11.2023 19:45 - 27.11.2023 20:00","63691","68606"
"27.11.2023 20:00 - 27.11.2023 20:15","62678","67423"
"27.11.2023 20:15 - 27.11.2023 20:30","61614","66511"
"27.11.2023 20:30 - 27.11.2023 20:45","60492","65303"
"27.11.2023 20:45 - 27.11.2023 21:00","59681","64419"
"27.11.2023 21:00 - 27.11.2023 21:15","58732","63650"
"27.11.2023 21:15 - 27.11.2023 21:30","57908","62882"
"27.11.2023 21:30 - 27.11.2023 21:45","57213","61755"
"27.11.2023 21:45 - 27.11.2023 22:00","56233","60924"
"27.11.2023 22:00 - 27.11.2023 22:15","55708","60301"
"27.11.2023 22:15 - 27.11.2023 22:30","55078","59386"
"27.11.2023 22:30 - 27.11.2023 22:45","54204","58676"
"27.11.2023 22:45 - 27.11.2023 23:00","53431","57657"
"27.11.2023 23:00 - 27.11.2023 23:15","52388","56377"
"27.11.2023 23:15 - 27.11.2023 23:30","51514","55578"
"27.11.2023 23:30 - 27.11.2023 23:45","50744","54708"
"27.11.2023 23:45 - 28.11.2023 00:00","49918","54226"
"28.11.2023 00:00 - 28.11.2023 00:15","48630","53452"
"28.11.2023 00:15 - 28.11.2023 00:30","48402","53125"
"28.11.2023 00:30 - 28.11.2023 00:45","48022","52563"
"28.11.2023 00:45 - 28.11.2023 01:00","47552","52108"
"28.11.2023 01:00 - 28.11.2023 01:15","47160","51301"
"28.11.2023 01:15 - 28.11.2023 01:30","46945","51010"
"28.11.2023 01:30 - 28.11.2023 01:45","46591","50773"
"28.11.2023 01:45 - 28.11.2023 02:00","46376","50714"
"28.11.2023 02:00 - 28.11.2023 02:15","46314","50157"
"28.11.2023 02:15 - 28.11.2023 02:30","46178","49660"
"28.11.2023 02:30 - 28.11.2023 02:45","46356","49904"
"28.11.2023 02:45 - 28.11.2023 03:00","46357","50033"
"28.11.2023 03:00 - 28.11.2023 03:15","46546","49943"
"28.11.2023 03:15 - 28.11.2023 03:30","46707","49993"
"28.11.2023 03:30 - 28.11.2023 03:45","46746","50266"
"28.11.2023 03:45 - 28.11.2023 04:00","47023","50442"
"28.11.2023 04:00 - 28.11.2023 04:15","47715","50796"
"28.11.2023 04:15 - 28.11.2023 04:30","48259","51094"
"28.11.2023 04:30 - 28.11.2023 04:45","48872","51477"
"28.11.2023 04:45 - 28.11.2023 05:00","49473","51935"
"28.11.2023 05:00 - 28.11.2023 05:15","50742","53615"
"28.11.2023 05:15 - 28.11.2023 05:30","51338","54139"
"28.11.2023 05:30 - 28.11.2023 05:45","52691","55408"
"28.11.2023 05:45 - 28.11.2023 06:00","54217","57069"
"28.11.2023 06:00 - 28.11.2023 06:15","56608","60414"
"28.11.2023 06:15 - 28.11.2023 06:30","58563","62953"
"28.11.2023 06:30 - 28.11.2023 06:45","60209","64123"
"28.11.2023 06:45 - 28.11.2023 07:00","61670","65168"
"28.11.2023 07:00 - 28.11.2023 07:15","63622","67938"
"28.11.2023 07:15 - 28.11.2023 07:30","64638","69123"
"28.11.2023 07:30 - 28.11.2023 07:45","65374","69871"
"28.11.2023 07:45 - 28.11.2023 08:00","66163","70915"
"28.11.2023 08:00 - 28.11.2023 08:15","67128","71188"
"28.11.2023 08:15 - 28.11.2023 08:30","67873","71556"
"28.11.2023 08:30 - 28.11.2023 08:45","68390","71554"
"28.11.2023 08:45 - 28.11.2023 09:00","68466","71490"
"28.11.2023 09:00 - 28.11.2023 09:15","68751","71234"
"28.11.2023 09:15 - 28.11.2023 09:30","69115","71251"
"28.11.2023 09:30 - 28.11.2023 09:45","69410","71585"
"28.11.2023 09:45 - 28.11.2023 10:00","69699","71789"
"28.11.2023 10:00 - 28.11.2023 10:15","70028","71737"
"28.11.2023 10:15 - 28.11.2023 10:30","70386","71560"
"28.11.2023 10:30 - 28.11.2023 10:45","70522","72122"
"28.11.2023 10:45 - 28.11.2023 11:00","70660","72094"
"28.11.2023 11:00 - 28.11.2023 11:15","71020","71875"
"28.11.2023 11:15 - 28.11.2023 11:30","71266","71951"
"28.11.2023 11:30 - 28.11.2023 11:45","71168","72235"
"28.11.2023 11:45 - 28.11.2023 12:00","71006","72205"
"28.11.2023 12:00 - 28.11.2023 12:15","70924","71973"
"28.11.2023 12:15 - 28.11.2023 12:30","70814","71890"
"28.11.2023 12:30 - 28.11.2023 12:45","70726","71932"
"28.11.2023 12:45 - 28.11.2023 13:00","70750","71902"
"28.11.2023 13:00 - 28.11.2023 13:15","70841","71896"
"28.11.2023 13:15 - 28.11.2023 13:30","70449","71713"
"28.11.2023 13:30 - 28.11.2023 13:45","69848","71248"
"28.11.2023 13:45 - 28.11.2023 14:00","69202","70646"
"28.11.2023 14:00 - 28.11.2023 14:15","68867","70761"
"28.11.2023 14:15 - 28.11.2023 14:30","68338","70769"
"28.11.2023 14:30 - 28.11.2023 14:45","68213","70702"
"28.11.2023 14:45 - 28.11.2023 15:00","67910","70509"
"28.11.2023 15:00 - 28.11.2023 15:15","67436","70803"
"28.11.2023 15:15 - 28.11.2023 15:30","66881","70534"
"28.11.2023 15:30 - 28.11.2023 15:45","66582","70043"
"28.11.2023 15:45 - 28.11.2023 16:00","66235","70081"
"28.11.2023 16:00 - 28.11.2023 16:15","66275","70401"
"28.11.2023 16:15 - 28.11.2023 16:30","66475","70905"
"28.11.2023 16:30 - 28.11.2023 16:45","66970","70970"
"28.11.2023 16:45 - 28.11.2023 17:00","67497","71356"
"28.11.2023 17:00 - 28.11.2023 17:15","67854","71606"
"28.11.2023 17:15 - 28.11.2023 17:30","68073","71486"
"28.11.2023 17:30 - 28.11.2023 17:45","68339","71723"
"28.11.2023 17:45 - 28.11.2023 18:00","68674","71735"
"28.11.2023 18:00 - 28.11.2023 18:15","68417","71274"
"28.11.2023 18:15 - 28.11.2023 18:30","68064","70763"
"28.11.2023 18:30 - 28.11.2023 18:45","67752","70430"
"28.11.2023 18:45 - 28.11.2023 19:00","67425","69997"
"28.11.2023 19:00 - 28.11.2023 19:15","66981","69430"
"28.11.2023 19:15 - 28.11.2023 19:30","66080","69058"
"28.11.2023 19:30 - 28.11.2023 19:45","65410","68505"
"28.11.2023 19:45 - 28.11.2023 20:00","64773","68003"
"28.11.2023 20:00 - 28.11.2023 20:15","63607","66446"
"28.11.2023 20:15 - 28.11.2023 20:30","62685","65683"
"28.11.2023 20:30 - 28.11.2023 20:45","61631","64366"
"28.11.2023 20:45 - 28.11.2023 21:00","60758","63747"
"28.11.2023 21:00 - 28.11.2023 21:15","59780","63058"
"28.11.2023 21:15 - 28.11.2023 21:30","58986","62270"
"28.11.2023 21:30 - 28.11.2023 21:45","58226","61533"
"28.11.2023 21:45 - 28.11.2023 22:00","57179","60779"
"28.11.2023 22:00 - 28.11.2023 22:15","56477","60452"
"28.11.2023 22:15 - 28.11.2023 22:30","55813","59688"
"28.11.2023 22:30 - 28.11.2023 22:45","54891","58453"
"28.11.2023 22:45 - 28.11.2023 23:00","54136","57957"
"28.11.2023 23:00 - 28.11.2023 23:15","52966","56749"
"28.11.2023 23:15 - 28.11.2023 23:30","52164","56450"
"28.11.2023 23:30 - 28.11.2023 23:45","51374","55924"
"28.11.2023 23:45 - 29.11.2023 00:00","50531","55149"
"29.11.2023 00:00 - 29.11.2023 00:15","48125","54467"
"29.11.2023 00:15 - 29.11.2023 00:30","47752","53793"
"29.11.2023 00:30 - 29.11.2023 00:45","47370","53229"
"29.11.2023 00:45 - 29.11.2023 01:00","46851","52842"
"29.11.2023 01:00 - 29.11.2023 01:15","46458","51645"
"29.11.2023 01:15 - 29.11.2023 01:30","46131","51736"
"29.11.2023 01:30 - 29.11.2023 01:45","45793","51848"
"29.11.2023 01:45 - 29.11.2023 02:00","45625","51578"
"29.11.2023 02:00 - 29.11.2023 02:15","45367","50821"
"29.11.2023 02:15 - 29.11.2023 02:30","45250","50870"
"29.11.2023 02:30 - 29.11.2023 02:45","45360","51084"
"29.11.2023 02:45 - 29.11.2023 03:00","45170","51156"
"29.11.2023 03:00 - 29.11.2023 03:15","45259","50810"
"29.11.2023 03:15 - 29.11.2023 03:30","45084","51140"
"29.11.2023 03:30 - 29.11.2023 03:45","45170","51338"
"29.11.2023 03:45 - 29.11.2023 04:00","45652","51374"
"29.11.2023 04:00 - 29.11.2023 04:15","46331","52280"
"29.11.2023 04:15 - 29.11.2023 04:30","46859","52588"
"29.11.2023 04:30 - 29.11.2023 04:45","47453","53189"
"29.11.2023 04:45 - 29.11.2023 05:00","48386","53883"
"29.11.2023 05:00 - 29.11.2023 05:15","49447","54532"
"29.11.2023 05:15 - 29.11.2023 05:30","50188","55230"
"29.11.2023 05:30 - 29.11.2023 05:45","51472","56592"
"29.11.2023 05:45 - 29.11.2023 06:00","52943","57745"
"29.11.2023 06:00 - 29.11.2023 06:15","55583","60659"
"29.11.2023 06:15 - 29.11.2023 06:30","57531","62499"
"29.11.2023 06:30 - 29.11.2023 06:45","59257","63840"
"29.11.2023 06:45 - 29.11.2023 07:00","60793","65295"
"29.11.2023 07:00 - 29.11.2023 07:15","62422","67252"
"29.11.2023 07:15 - 29.11.2023 07:30","65283","68256"
"29.11.2023 07:30 - 29.11.2023 07:45","66142","68827"
"29.11.2023 07:45 - 29.11.2023 08:00","66885","69784"
"29.11.2023 08:00 - 29.11.2023 08:15","67779","70561"
"29.11.2023 08:15 - 29.11.2023 08:30","68495","71124"
"29.11.2023 08:30 - 29.11.2023 08:45","68900","71635"
"29.11.2023 08:45 - 29.11.2023 09:00","68915","71679"
"29.11.2023 09:00 - 29.11.2023 09:15","69144","71621"
"29.11.2023 09:15 - 29.11.2023 09:30","69557","71872"
"29.11.2023 09:30 - 29.11.2023 09:45","69897","71882"
"29.11.2023 09:45 - 29.11.2023 10:00","69990","72072"
"29.11.2023 10:00 - 29.11.2023 10:15","70305","72037"
"29.11.2023 10:15 - 29.11.2023 10:30","70503","72131"
"29.11.2023 10:30 - 29.11.2023 10:45","70651","72098"
"29.11.2023 10:45 - 29.11.2023 11:00","70719","72365"
"29.11.2023 11:00 - 29.11.2023 11:15","70964","72480"
"29.11.2023 11:15 - 29.11.2023 11:30","71166","72568"
"29.11.2023 11:30 - 29.11.2023 11:45","71022","72398"
"29.11.2023 11:45 - 29.11.2023 12:00","70779","72342"
"29.11.2023 12:00 - 29.11.2023 12:15","70716","72282"
"29.11.2023 12:15 - 29.11.2023 12:30","70510","71880"
"29.11.2023 12:30 - 29.11.2023 12:45","70487","71899"
"29.11.2023 12:45 - 29.11.2023 13:00","70464","71712"
"29.11.2023 13:00 - 29.11.2023 13:15","70645","71882"
"29.11.2023 13:15 - 29.11.2023 13:30","70222","71391"
"29.11.2023 13:30 - 29.11.2023 13:45","69507","70889"
"29.11.2023 13:45 - 29.11.2023 14:00","68824","70407"
"29.11.2023 14:00 - 29.11.2023 14:15","68438","70655"
"29.11.2023 14:15 - 29.11.2023 14:30","67898","70355"
"29.11.2023 14:30 - 29.11.2023 14:45","67794","70134"
"29.11.2023 14:45 - 29.11.2023 15:00","67449","69936"
"29.11.2023 15:00 - 29.11.2023 15:15","66931","70217"
"29.11.2023 15:15 - 29.11.2023 15:30","66405","69887"
"29.11.2023 15:30 - 29.11.2023 15:45","66173","69764"
"29.11.2023 15:45 - 29.11.2023 16:00","65739","69699"
"29.11.2023 16:00 - 29.11.2023 16:15","65767","69948"
"29.11.2023 16:15 - 29.11.2023 16:30","65995","70773"
"29.11.2023 16:30 - 29.11.2023 16:45","66527","71106"
"29.11.2023 16:45 - 29.11.2023 17:00","67008","71465"
"29.11.2023 17:00 - 29.11.2023 17:15","67398","71913"
"29.11.2023 17:15 - 29.11.2023 17:30","67663","72067"
"29.11.2023 17:30 - 29.11.2023 17:45","67898","72242"
"29.11.2023 17:45 - 29.11.2023 18:00","68140","72115"
"29.11.2023 18:00 - 29.11.2023 18:15","67890","71510"
"29.11.2023 18:15 - 29.11.2023 18:30","67608","71173"
"29.11.2023 18:30 - 29.11.2023 18:45","67365","71019"
"29.11.2023 18:45 - 29.11.2023 19:00","67132","70434"
"29.11.2023 19:00 - 29.11.2023 19:15","66794","70074"
"29.11.2023 19:15 - 29.11.2023 19:30","65941","69672"
"29.11.2023 19:30 - 29.11.2023 19:45","65308","69100"
"29.11.2023 19:45 - 29.11.2023 20:00","64672","68377"
"29.11.2023 20:00 - 29.11.2023 20:15","63471","67132"
"29.11.2023 20:15 - 29.11.2023 20:30","62657","66224"
"29.11.2023 20:30 - 29.11.2023 20:45","61600","65033"
"29.11.2023 20:45 - 29.11.2023 21:00","60708","63916"
"29.11.2023 21:00 - 29.11.2023 21:15","59840","63398"
"29.11.2023 21:15 - 29.11.2023 21:30","59085","62522"
"29.11.2023 21:30 - 29.11.2023 21:45","58386","61462"
"29.11.2023 21:45 - 29.11.2023 22:00","57353","60468"
"29.11.2023 22:00 - 29.11.2023 22:15","56715","60016"
"29.11.2023 22:15 - 29.11.2023 22:30","56021","59297"
"29.11.2023 22:30 - 29.11.2023 22:45","54989","58353"
"29.11.2023 22:45 - 29.11.2023 23:00","54294","57420"
"29.11.2023 23:00 - 29.11.2023 23:15","53238","56702"
"29.11.2023 23:15 - 29.11.2023 23:30","52446","55825"
"29.11.2023 23:30 - 29.11.2023 23:45","51636","55215"
"29.11.2023 23:45 - 30.11.2023 00:00","50759","54465"
"30.11.2023 00:00 - 30.11.2023 00:15","49729","54002"
"30.11.2023 00:15 - 30.11.2023 00:30","49175","53418"
"30.11.2023 00:30 - 30.11.2023 00:45","48767","52980"
"30.11.2023 00:45 - 30.11.2023 01:00","48256","52367"
"30.11.2023 01:00 - 30.11.2023 01:15","47632","52008"
"30.11.2023 01:15 - 30.11.2023 01:30","47324","51347"
"30.11.2023 01:30 - 30.11.2023 01:45","46894","51222"
"30.11.2023 01:45 - 30.11.2023 02:00","46602","50848"
"30.11.2023 02:00 - 30.11.2023 02:15","46372","50581"
"30.11.2023 02:15 - 30.11.2023 02:30","46241","50588"
"30.11.2023 02:30 - 30.11.2023 02:45","46194","50552"
"30.11.2023 02:45 - 30.11.2023 03:00","46196","50402"
"30.11.2023 03:00 - 30.11.2023 03:15","46545","50189"
"30.11.2023 03:15 - 30.11.2023 03:30","46696","50265"
"30.11.2023 03:30 - 30.11.2023 03:45","46865","50453"
"30.11.2023 03:45 - 30.11.2023 04:00","47164","50393"
"30.11.2023 04:00 - 30.11.2023 04:15","47628","50987"
"30.11.2023 04:15 - 30.11.2023 04:30","48029","51186"
"30.11.2023 04:30 - 30.11.2023 04:45","48413","51698"
"30.11.2023 04:45 - 30.11.2023 05:00","49114","52028"
"30.11.2023 05:00 - 30.11.2023 05:15","50286","53327"
"30.11.2023 05:15 - 30.11.2023 05:30","50685","53739"
"30.11.2023 05:30 - 30.11.2023 05:45","52027","54878"
"30.11.2023 05:45 - 30.11.2023 06:00","53372","56062"
"30.11.2023 06:00 - 30.11.2023 06:15","55568","58850"
"30.11.2023 06:15 - 30.11.2023 06:30","57717","60665"
"30.11.2023 06:30 - 30.11.2023 06:45","59321","62120"
"30.11.2023 06:45 - 30.11.2023 07:00","60670","63671"
"30.11.2023 07:00 - 30.11.2023 07:15","62540","65468"
"30.11.2023 07:15 - 30.11.2023 07:30","62912","66966"
"30.11.2023 07:30 - 30.11.2023 07:45","63569","67666"
"30.11.2023 07:45 - 30.11.2023 08:00","64020","68341"
"30.11.2023 08:00 - 30.11.2023 08:15","64984","69384"
"30.11.2023 08:15 - 30.11.2023 08:30","65633","69938"
"30.11.2023 08:30 - 30.11.2023 08:45","66096","70382"
"30.11.2023 08:45 - 30.11.2023 09:00","66238","70476"
"30.11.2023 09:00 - 30.11.2023 09:15","66331","70438"
"30.11.2023 09:15 - 30.11.2023 09:30","66676","70643"
"30.11.2023 09:30 - 30.11.2023 09:45","67038","71046"
"30.11.2023 09:45 - 30.11.2023 10:00","67165","71040"
"30.11.2023 10:00 - 30.11.2023 10:15","67304","71055"
"30.11.2023 10:15 - 30.11.2023 10:30","67597","71002"
"30.11.2023 10:30 - 30.11.2023 10:45","67812","71104"
"30.11.2023 10:45 - 30.11.2023 11:00","67924","71060"
"30.11.2023 11:00 - 30.11.2023 11:15","67935","71249"
"30.11.2023 11:15 - 30.11.2023 11:30","68029","71183"
"30.11.2023 11:30 - 30.11.2023 11:45","67977","71105"
"30.11.2023 11:45 - 30.11.2023 12:00","67811","71080"
"30.11.2023 12:00 - 30.11.2023 12:15","67771","70621"
"30.11.2023 12:15 - 30.11.2023 12:30","67709","70553"
"30.11.2023 12:30 - 30.11.2023 12:45","67731","70515"
"30.11.2023 12:45 - 30.11.2023 13:00","67697","70681"
"30.11.2023 13:00 - 30.11.2023 13:15","67648","71015"
"30.11.2023 13:15 - 30.11.2023 13:30","67198","70525"
"30.11.2023 13:30 - 30.11.2023 13:45","66815","70300"
"30.11.2023 13:45 - 30.11.2023 14:00","66377","69892"
"30.11.2023 14:00 - 30.11.2023 14:15","66532","69644"
"30.11.2023 14:15 - 30.11.2023 14:30","66279","69597"
"30.11.2023 14:30 - 30.11.2023 14:45","66188","69538"
"30.11.2023 14:45 - 30.11.2023 15:00","65917","69427"
"30.11.2023 15:00 - 30.11.2023 15:15","65775","69366"
"30.11.2023 15:15 - 30.11.2023 15:30","65399","69317"
"30.11.2023 15:30 - 30.11.2023 15:45","65345","69080"
"30.11.2023 15:45 - 30.11.2023 16:00","65277","68846"
"30.11.2023 16:00 - 30.11.2023 16:15","65452","69292"
"30.11.2023 16:15 - 30.11.2023 16:30","65873","69481"
"30.11.2023 16:30 - 30.11.2023 16:45","66350","70193"
"30.11.2023 16:45 - 30.11.2023 17:00","66728","70603"
"30.11.2023 17:00 - 30.11.2023 17:15","67203","70793"
"30.11.2023 17:15 - 30.11.2023 17:30","67591","71039"
"30.11.2023 17:30 - 30.11.2023 17:45","67910","71343"
"30.11.2023 17:45 - 30.11.2023 18:00","68038","71229"
"30.11.2023 18:00 - 30.11.2023 18:15","67795","70945"
"30.11.2023 18:15 - 30.11.2023 18:30","67547","70458"
"30.11.2023 18:30 - 30.11.2023 18:45","67446","70253"
"30.11.2023 18:45 - 30.11.2023 19:00","67177","70204"
"30.11.2023 19:00 - 30.11.2023 19:15","66662","69805"
"30.11.2023 19:15 - 30.11.2023 19:30","65972","69285"
"30.11.2023 19:30 - 30.11.2023 19:45","65260","68773"
"30.11.2023 19:45 - 30.11.2023 20:00","64880","67971"
"30.11.2023 20:00 - 30.11.2023 20:15","63813","66930"
"30.11.2023 20:15 - 30.11.2023 20:30","62691","65704"
"30.11.2023 20:30 - 30.11.2023 20:45","61763","64919"
"30.11.2023 20:45 - 30.11.2023 21:00","60861","64099"
"30.11.2023 21:00 - 30.11.2023 21:15","59923","63306"
"30.11.2023 21:15 - 30.11.2023 21:30","59209","62739"
"30.11.2023 21:30 - 30.11.2023 21:45","57960","61894"
"30.11.2023 21:45 - 30.11.2023 22:00","57082","60634"
"30.11.2023 22:00 - 30.11.2023 22:15","56658","60160"
"30.11.2023 22:15 - 30.11.2023 22:30","55945","59371"
"30.11.2023 22:30 - 30.11.2023 22:45","54784","58373"
"30.11.2023 22:45 - 30.11.2023 23:00","53964","57572"
"30.11.2023 23:00 - 30.11.2023 23:15","53093","56702"
"30.11.2023 23:15 - 30.11.2023 23:30","52238","55766"
"30.11.2023 23:30 - 30.11.2023 23:45","51312","55101"
"30.11.2023 23:45 - 01.12.2023 00:00","50677","54277"
"01.12.2023 00:00 - 01.12.2023 00:15","51338","53412"
"01.12.2023 00:15 - 01.12.2023 00:30","50859","52957"
"01.12.2023 00:30 - 01.12.2023 00:45","50166","52545"
"01.12.2023 00:45 - 01.12.2023 01:00","49631","52000"
"01.12.2023 01:00 - 01.12.2023 01:15","49244","51424"
"01.12.2023 01:15 - 01.12.2023 01:30","49023","51071"
"01.12.2023 01:30 - 01.12.2023 01:45","48676","50876"
"01.12.2023 01:45 - 01.12.2023 02:00","48262","50470"
"01.12.2023 02:00 - 01.12.2023 02:15","48260","50243"
"01.12.2023 02:15 - 01.12.2023 02:30","48147","50233"
"01.12.2023 02:30 - 01.12.2023 02:45","48106","50339"
"01.12.2023 02:45 - 01.12.2023 03:00","48154","50348"
"01.12.2023 03:00 - 01.12.2023 03:15","48070","50244"
"01.12.2023 03:15 - 01.12.2023 03:30","48096","50219"
"01.12.2023 03:30 - 01.12.2023 03:45","48179","50389"
"01.12.2023 03:45 - 01.12.2023 04:00","48604","50453"
"01.12.2023 04:00 - 01.12.2023 04:15","49181","51065"
"01.12.2023 04:15 - 01.12.2023 04:30","49550","51262"
"01.12.2023 04:30 - 01.12.2023 04:45","50072","51461"
"01.12.2023 04:45 - 01.12.2023 05:00","50777","51949"
"01.12.2023 05:00 - 01.12.2023 05:15","51648","53024"
"01.12.2023 05:15 - 01.12.2023 05:30","52426","53896"
